"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|ES","Actual Total Load [MW] - BZN|ES"
"14.04.2020 15:00 - 14.04.2020 16:00","26632","25111"
"14.04.2020 16:00 - 14.04.2020 17:00","25514","24031"
"14.04.2020 17:00 - 14.04.2020 18:00","25329","23762"
"14.04.2020 18:00 - 14.04.2020 19:00","25090","23636"
"14.04.2020 19:00 - 14.04.2020 20:00","24839","23881"
"14.04.2020 20:00 - 14.04.2020 21:00","26254","25396"
"14.04.2020 21:00 - 14.04.2020 22:00","28389","27461"
"14.04.2020 22:00 - 14.04.2020 23:00","26068","25557"
"14.04.2020 23:00 - 15.04.2020 00:00","23660","23532"
"15.04.2020 00:00 - 15.04.2020 01:00","22119","22163"
"15.04.2020 01:00 - 15.04.2020 02:00","20681","20674"
"15.04.2020 02:00 - 15.04.2020 03:00","19726","19668"
"15.04.2020 03:00 - 15.04.2020 04:00","19220","19192"
"15.04.2020 04:00 - 15.04.2020 05:00","19052","18898"
"15.04.2020 05:00 - 15.04.2020 06:00","19345","19155"
"15.04.2020 06:00 - 15.04.2020 07:00","20956","20984"
"15.04.2020 07:00 - 15.04.2020 08:00","22655","22265"
"15.04.2020 08:00 - 15.04.2020 09:00","23745","23443"
"15.04.2020 09:00 - 15.04.2020 10:00","25151","25118"
"15.04.2020 10:00 - 15.04.2020 11:00","26243","26357"
"15.04.2020 11:00 - 15.04.2020 12:00","27007","27282"
"15.04.2020 12:00 - 15.04.2020 13:00","27508","27892"
"15.04.2020 13:00 - 15.04.2020 14:00","27997","28407"
"15.04.2020 14:00 - 15.04.2020 15:00","27558","27750"
"15.04.2020 15:00 - 15.04.2020 16:00","25774","25653"
"15.04.2020 16:00 - 15.04.2020 17:00","24634","24536"
"15.04.2020 17:00 - 15.04.2020 18:00","24297","24120"
"15.04.2020 18:00 - 15.04.2020 19:00","24146","24106"
"15.04.2020 19:00 - 15.04.2020 20:00","23960","24397"
"15.04.2020 20:00 - 15.04.2020 21:00","25508","25699"
"15.04.2020 21:00 - 15.04.2020 22:00","27889","27732"
"15.04.2020 22:00 - 15.04.2020 23:00","25751","25808"
"15.04.2020 23:00 - 16.04.2020 00:00","23595","23679"
"16.04.2020 00:00 - 16.04.2020 01:00","22156","22126"
"16.04.2020 01:00 - 16.04.2020 02:00","20717","20695"
"16.04.2020 02:00 - 16.04.2020 03:00","19805","19793"
"16.04.2020 03:00 - 16.04.2020 04:00","19332","19268"
"16.04.2020 04:00 - 16.04.2020 05:00","19079","19069"
"16.04.2020 05:00 - 16.04.2020 06:00","19261","19357"
"16.04.2020 06:00 - 16.04.2020 07:00","21040","20855"
"16.04.2020 07:00 - 16.04.2020 08:00","22785","22325"
"16.04.2020 08:00 - 16.04.2020 09:00","24055","23529"
"16.04.2020 09:00 - 16.04.2020 10:00","25392","25212"
"16.04.2020 10:00 - 16.04.2020 11:00","26556","26407"
"16.04.2020 11:00 - 16.04.2020 12:00","27499","27238"
"16.04.2020 12:00 - 16.04.2020 13:00","28329","27877"
"16.04.2020 13:00 - 16.04.2020 14:00","29028","28206"
"16.04.2020 14:00 - 16.04.2020 15:00","28352","27579"
"16.04.2020 15:00 - 16.04.2020 16:00","26453","25647"
"16.04.2020 16:00 - 16.04.2020 17:00","25393","24409"
"16.04.2020 17:00 - 16.04.2020 18:00","25054","23991"
"16.04.2020 18:00 - 16.04.2020 19:00","25016","23910"
"16.04.2020 19:00 - 16.04.2020 20:00","25022","24139"
"16.04.2020 20:00 - 16.04.2020 21:00","26380","25746"
"16.04.2020 21:00 - 16.04.2020 22:00","28437","27664"
"16.04.2020 22:00 - 16.04.2020 23:00","26074","25586"
"16.04.2020 23:00 - 17.04.2020 00:00","23878","23577"
"17.04.2020 00:00 - 17.04.2020 01:00","22352","22158"
"17.04.2020 01:00 - 17.04.2020 02:00","20865","20721"
"17.04.2020 02:00 - 17.04.2020 03:00","19845","19669"
"17.04.2020 03:00 - 17.04.2020 04:00","19340","19152"
"17.04.2020 04:00 - 17.04.2020 05:00","19134","19093"
"17.04.2020 05:00 - 17.04.2020 06:00","19438","19250"
"17.04.2020 06:00 - 17.04.2020 07:00","21164","20878"
"17.04.2020 07:00 - 17.04.2020 08:00","22989","22181"
"17.04.2020 08:00 - 17.04.2020 09:00","24400","23333"
"17.04.2020 09:00 - 17.04.2020 10:00","25651","25041"
"17.04.2020 10:00 - 17.04.2020 11:00","26748","26108"
"17.04.2020 11:00 - 17.04.2020 12:00","27682","26843"
"17.04.2020 12:00 - 17.04.2020 13:00","28351","27415"
"17.04.2020 13:00 - 17.04.2020 14:00","28961","27884"
"17.04.2020 14:00 - 17.04.2020 15:00","28055","27392"
"17.04.2020 15:00 - 17.04.2020 16:00","25859","25557"
"17.04.2020 16:00 - 17.04.2020 17:00","24646","24430"
"17.04.2020 17:00 - 17.04.2020 18:00","24151","23759"
"17.04.2020 18:00 - 17.04.2020 19:00","24062","23586"
"17.04.2020 19:00 - 17.04.2020 20:00","24065","23698"
"17.04.2020 20:00 - 17.04.2020 21:00","25347","25102"
"17.04.2020 21:00 - 17.04.2020 22:00","27373","27452"
"17.04.2020 22:00 - 17.04.2020 23:00","25132","25685"
"17.04.2020 23:00 - 18.04.2020 00:00","23429","23564"
"18.04.2020 00:00 - 18.04.2020 01:00","22190","22191"
"18.04.2020 01:00 - 18.04.2020 02:00","20764","20825"
"18.04.2020 02:00 - 18.04.2020 03:00","19624","19722"
"18.04.2020 03:00 - 18.04.2020 04:00","18941","19122"
"18.04.2020 04:00 - 18.04.2020 05:00","18567","18764"
"18.04.2020 05:00 - 18.04.2020 06:00","18298","18523"
"18.04.2020 06:00 - 18.04.2020 07:00","18596","18951"
"18.04.2020 07:00 - 18.04.2020 08:00","18476","19045"
"18.04.2020 08:00 - 18.04.2020 09:00","19118","19729"
"18.04.2020 09:00 - 18.04.2020 10:00","21251","21429"
"18.04.2020 10:00 - 18.04.2020 11:00","22971","23026"
"18.04.2020 11:00 - 18.04.2020 12:00","23932","24050"
"18.04.2020 12:00 - 18.04.2020 13:00","24649","24729"
"18.04.2020 13:00 - 18.04.2020 14:00","25343","25476"
"18.04.2020 14:00 - 18.04.2020 15:00","25153","25411"
"18.04.2020 15:00 - 18.04.2020 16:00","22992","23306"
"18.04.2020 16:00 - 18.04.2020 17:00","21646","22060"
"18.04.2020 17:00 - 18.04.2020 18:00","21115","21541"
"18.04.2020 18:00 - 18.04.2020 19:00","21059","21504"
"18.04.2020 19:00 - 18.04.2020 20:00","21284","21844"
"18.04.2020 20:00 - 18.04.2020 21:00","22729","23181"
"18.04.2020 21:00 - 18.04.2020 22:00","25126","25647"
"18.04.2020 22:00 - 18.04.2020 23:00","23973","24275"
"18.04.2020 23:00 - 19.04.2020 00:00","22327","22378"
"19.04.2020 00:00 - 19.04.2020 01:00","20693","20834"
"19.04.2020 01:00 - 19.04.2020 02:00","19399","19563"
"19.04.2020 02:00 - 19.04.2020 03:00","18385","18561"
"19.04.2020 03:00 - 19.04.2020 04:00","17745","17833"
"19.04.2020 04:00 - 19.04.2020 05:00","17421","17538"
"19.04.2020 05:00 - 19.04.2020 06:00","17233","17392"
"19.04.2020 06:00 - 19.04.2020 07:00","17426","17684"
"19.04.2020 07:00 - 19.04.2020 08:00","17094","17508"
"19.04.2020 08:00 - 19.04.2020 09:00","17349","17690"
"19.04.2020 09:00 - 19.04.2020 10:00","18938","19197"
"19.04.2020 10:00 - 19.04.2020 11:00","20648","20925"
"19.04.2020 11:00 - 19.04.2020 12:00","22030","22255"
"19.04.2020 12:00 - 19.04.2020 13:00","22883","23331"
"19.04.2020 13:00 - 19.04.2020 14:00","23928","24446"
"19.04.2020 14:00 - 19.04.2020 15:00","23956","24502"
"19.04.2020 15:00 - 19.04.2020 16:00","21838","22203"
"19.04.2020 16:00 - 19.04.2020 17:00","20558","20741"
"19.04.2020 17:00 - 19.04.2020 18:00","20074","20271"
"19.04.2020 18:00 - 19.04.2020 19:00","20303","20438"
"19.04.2020 19:00 - 19.04.2020 20:00","20894","20859"
"19.04.2020 20:00 - 19.04.2020 21:00","22483","22084"
"19.04.2020 21:00 - 19.04.2020 22:00","24981","24524"
"19.04.2020 22:00 - 19.04.2020 23:00","24084","23380"
"19.04.2020 23:00 - 20.04.2020 00:00","22244","21807"
"20.04.2020 00:00 - 20.04.2020 01:00","20436","20373"
"20.04.2020 01:00 - 20.04.2020 02:00","19104","18957"
"20.04.2020 02:00 - 20.04.2020 03:00","18265","18055"
"20.04.2020 03:00 - 20.04.2020 04:00","17817","17651"
"20.04.2020 04:00 - 20.04.2020 05:00","17760","17556"
"20.04.2020 05:00 - 20.04.2020 06:00","18198","18094"
"20.04.2020 06:00 - 20.04.2020 07:00","20225","19894"
"20.04.2020 07:00 - 20.04.2020 08:00","21777","21286"
"20.04.2020 08:00 - 20.04.2020 09:00","23108","22510"
"20.04.2020 09:00 - 20.04.2020 10:00","24648","24572"
"20.04.2020 10:00 - 20.04.2020 11:00","25863","25667"
"20.04.2020 11:00 - 20.04.2020 12:00","26792","26395"
"20.04.2020 12:00 - 20.04.2020 13:00","27454","26926"
"20.04.2020 13:00 - 20.04.2020 14:00","28187","27411"
"20.04.2020 14:00 - 20.04.2020 15:00","27831","26884"
"20.04.2020 15:00 - 20.04.2020 16:00","25994","25180"
"20.04.2020 16:00 - 20.04.2020 17:00","24884","24238"
"20.04.2020 17:00 - 20.04.2020 18:00","24410","23905"
"20.04.2020 18:00 - 20.04.2020 19:00","24174","23884"
"20.04.2020 19:00 - 20.04.2020 20:00","24278","24175"
"20.04.2020 20:00 - 20.04.2020 21:00","25459","25457"
"20.04.2020 21:00 - 20.04.2020 22:00","27439","27334"
"20.04.2020 22:00 - 20.04.2020 23:00","25423","25517"
"20.04.2020 23:00 - 21.04.2020 00:00","23301","23564"
"21.04.2020 00:00 - 21.04.2020 01:00","21762","22174"
"21.04.2020 01:00 - 21.04.2020 02:00","20360","20728"
"21.04.2020 02:00 - 21.04.2020 03:00","19483","19877"
"21.04.2020 03:00 - 21.04.2020 04:00","19019","19288"
"21.04.2020 04:00 - 21.04.2020 05:00","18837","19040"
"21.04.2020 05:00 - 21.04.2020 06:00","19154","19212"
"21.04.2020 06:00 - 21.04.2020 07:00","20645","20840"
"21.04.2020 07:00 - 21.04.2020 08:00","21719","22211"
"21.04.2020 08:00 - 21.04.2020 09:00","22785","23573"
"21.04.2020 09:00 - 21.04.2020 10:00","24741","25426"
"21.04.2020 10:00 - 21.04.2020 11:00","25880","26455"
"21.04.2020 11:00 - 21.04.2020 12:00","26705","27304"
"21.04.2020 12:00 - 21.04.2020 13:00","27414","27899"
"21.04.2020 13:00 - 21.04.2020 14:00","28069","28331"
"21.04.2020 14:00 - 21.04.2020 15:00","27566","27773"
"21.04.2020 15:00 - 21.04.2020 16:00","25730","25892"
"21.04.2020 16:00 - 21.04.2020 17:00","24683","24832"
"21.04.2020 17:00 - 21.04.2020 18:00","24255","24362"
"21.04.2020 18:00 - 21.04.2020 19:00","24092","24323"
"21.04.2020 19:00 - 21.04.2020 20:00","24308","24595"
"21.04.2020 20:00 - 21.04.2020 21:00","25629","25746"
"21.04.2020 21:00 - 21.04.2020 22:00","27687","27579"
"21.04.2020 22:00 - 21.04.2020 23:00","25739","25639"
"21.04.2020 23:00 - 22.04.2020 00:00","23555","23677"
"22.04.2020 00:00 - 22.04.2020 01:00","22122","22322"
"22.04.2020 01:00 - 22.04.2020 02:00","20646","20881"
"22.04.2020 02:00 - 22.04.2020 03:00","19782","19892"
"22.04.2020 03:00 - 22.04.2020 04:00","19262","19420"
"22.04.2020 04:00 - 22.04.2020 05:00","19061","19249"
"22.04.2020 05:00 - 22.04.2020 06:00","19270","19429"
"22.04.2020 06:00 - 22.04.2020 07:00","20884","21011"
"22.04.2020 07:00 - 22.04.2020 08:00","22174","22292"
"22.04.2020 08:00 - 22.04.2020 09:00","23164","23798"
"22.04.2020 09:00 - 22.04.2020 10:00","25027","25713"
"22.04.2020 10:00 - 22.04.2020 11:00","26048","26485"
"22.04.2020 11:00 - 22.04.2020 12:00","26897","27258"
"22.04.2020 12:00 - 22.04.2020 13:00","27464","27785"
"22.04.2020 13:00 - 22.04.2020 14:00","27978","28278"
"22.04.2020 14:00 - 22.04.2020 15:00","27470","27716"
"22.04.2020 15:00 - 22.04.2020 16:00","25593","25881"
"22.04.2020 16:00 - 22.04.2020 17:00","24475","24911"
"22.04.2020 17:00 - 22.04.2020 18:00","23987","24407"
"22.04.2020 18:00 - 22.04.2020 19:00","23836","24360"
"22.04.2020 19:00 - 22.04.2020 20:00","24172","24699"
"22.04.2020 20:00 - 22.04.2020 21:00","25506","25768"
"22.04.2020 21:00 - 22.04.2020 22:00","27479","27620"
"22.04.2020 22:00 - 22.04.2020 23:00","25551","25895"
"22.04.2020 23:00 - 23.04.2020 00:00","23450","23991"
"23.04.2020 00:00 - 23.04.2020 01:00","22140","22534"
"23.04.2020 01:00 - 23.04.2020 02:00","20731","21131"
"23.04.2020 02:00 - 23.04.2020 03:00","19807","20286"
"23.04.2020 03:00 - 23.04.2020 04:00","19291","19864"
"23.04.2020 04:00 - 23.04.2020 05:00","19077","19643"
"23.04.2020 05:00 - 23.04.2020 06:00","19268","19812"
"23.04.2020 06:00 - 23.04.2020 07:00","20692","21258"
"23.04.2020 07:00 - 23.04.2020 08:00","21720","22525"
"23.04.2020 08:00 - 23.04.2020 09:00","22715","23824"
"23.04.2020 09:00 - 23.04.2020 10:00","24637","25538"
"23.04.2020 10:00 - 23.04.2020 11:00","25563","26404"
"23.04.2020 11:00 - 23.04.2020 12:00","26440","27075"
"23.04.2020 12:00 - 23.04.2020 13:00","27114","27619"
"23.04.2020 13:00 - 23.04.2020 14:00","27603","28025"
"23.04.2020 14:00 - 23.04.2020 15:00","27121","27379"
"23.04.2020 15:00 - 23.04.2020 16:00","25234","25418"
"23.04.2020 16:00 - 23.04.2020 17:00","24172","24446"
"23.04.2020 17:00 - 23.04.2020 18:00","23758","23966"
"23.04.2020 18:00 - 23.04.2020 19:00","23598","23826"
"23.04.2020 19:00 - 23.04.2020 20:00","23956","23945"
"23.04.2020 20:00 - 23.04.2020 21:00","25339","25061"
"23.04.2020 21:00 - 23.04.2020 22:00","27241","27221"
"23.04.2020 22:00 - 23.04.2020 23:00","25446","25680"
"23.04.2020 23:00 - 24.04.2020 00:00","23505","23940"
"24.04.2020 00:00 - 24.04.2020 01:00","22550","22721"
"24.04.2020 01:00 - 24.04.2020 02:00","21070","21347"
"24.04.2020 02:00 - 24.04.2020 03:00","20131","20413"
"24.04.2020 03:00 - 24.04.2020 04:00","19674","19837"
"24.04.2020 04:00 - 24.04.2020 05:00","19496","19658"
"24.04.2020 05:00 - 24.04.2020 06:00","19674","19892"
"24.04.2020 06:00 - 24.04.2020 07:00","21136","21323"
"24.04.2020 07:00 - 24.04.2020 08:00","22487","22534"
"24.04.2020 08:00 - 24.04.2020 09:00","23584","23809"
"24.04.2020 09:00 - 24.04.2020 10:00","25302","25388"
"24.04.2020 10:00 - 24.04.2020 11:00","26107","26142"
"24.04.2020 11:00 - 24.04.2020 12:00","27011","26688"
"24.04.2020 12:00 - 24.04.2020 13:00","27561","27064"
"24.04.2020 13:00 - 24.04.2020 14:00","28008","27365"
"24.04.2020 14:00 - 24.04.2020 15:00","27403","26750"
"24.04.2020 15:00 - 24.04.2020 16:00","25375","25045"
"24.04.2020 16:00 - 24.04.2020 17:00","24268","24195"
"24.04.2020 17:00 - 24.04.2020 18:00","23749","23590"
"24.04.2020 18:00 - 24.04.2020 19:00","23638","23494"
"24.04.2020 19:00 - 24.04.2020 20:00","23796","23613"
"24.04.2020 20:00 - 24.04.2020 21:00","24768","24797"
"24.04.2020 21:00 - 24.04.2020 22:00","26782","26876"
"24.04.2020 22:00 - 24.04.2020 23:00","25021","25237"
"24.04.2020 23:00 - 25.04.2020 00:00","23445","23284"
"25.04.2020 00:00 - 25.04.2020 01:00","22323","22058"
"25.04.2020 01:00 - 25.04.2020 02:00","20896","20825"
"25.04.2020 02:00 - 25.04.2020 03:00","19861","19935"
"25.04.2020 03:00 - 25.04.2020 04:00","19204","19382"
"25.04.2020 04:00 - 25.04.2020 05:00","18796","19101"
"25.04.2020 05:00 - 25.04.2020 06:00","18506","18866"
"25.04.2020 06:00 - 25.04.2020 07:00","18638","19119"
"25.04.2020 07:00 - 25.04.2020 08:00","18420","19116"
"25.04.2020 08:00 - 25.04.2020 09:00","19214","19935"
"25.04.2020 09:00 - 25.04.2020 10:00","21193","21620"
"25.04.2020 10:00 - 25.04.2020 11:00","22710","23389"
"25.04.2020 11:00 - 25.04.2020 12:00","23740","24484"
"25.04.2020 12:00 - 25.04.2020 13:00","24251","25230"
"25.04.2020 13:00 - 25.04.2020 14:00","24906","26023"
"25.04.2020 14:00 - 25.04.2020 15:00","24618","25948"
"25.04.2020 15:00 - 25.04.2020 16:00","22481","23760"
"25.04.2020 16:00 - 25.04.2020 17:00","21311","22469"
"25.04.2020 17:00 - 25.04.2020 18:00","20854","21923"
"25.04.2020 18:00 - 25.04.2020 19:00","20883","21893"
"25.04.2020 19:00 - 25.04.2020 20:00","21235","21955"
"25.04.2020 20:00 - 25.04.2020 21:00","22437","23148"
"25.04.2020 21:00 - 25.04.2020 22:00","24767","25434"
"25.04.2020 22:00 - 25.04.2020 23:00","23596","24147"
"25.04.2020 23:00 - 26.04.2020 00:00","22182","22247"
"26.04.2020 00:00 - 26.04.2020 01:00","20813","20728"
"26.04.2020 01:00 - 26.04.2020 02:00","19462","19362"
"26.04.2020 02:00 - 26.04.2020 03:00","18497","18267"
"26.04.2020 03:00 - 26.04.2020 04:00","17866","17634"
"26.04.2020 04:00 - 26.04.2020 05:00","17557","17316"
"26.04.2020 05:00 - 26.04.2020 06:00","17377","17318"
"26.04.2020 06:00 - 26.04.2020 07:00","17462","17463"
"26.04.2020 07:00 - 26.04.2020 08:00","17086","17226"
"26.04.2020 08:00 - 26.04.2020 09:00","17330","17689"
"26.04.2020 09:00 - 26.04.2020 10:00","18886","19436"
"26.04.2020 10:00 - 26.04.2020 11:00","20447","21177"
"26.04.2020 11:00 - 26.04.2020 12:00","21896","22544"
"26.04.2020 12:00 - 26.04.2020 13:00","22771","23431"
"26.04.2020 13:00 - 26.04.2020 14:00","23819","24520"
"26.04.2020 14:00 - 26.04.2020 15:00","23915","24479"
"26.04.2020 15:00 - 26.04.2020 16:00","21749","22323"
"26.04.2020 16:00 - 26.04.2020 17:00","20499","20920"
"26.04.2020 17:00 - 26.04.2020 18:00","19972","20408"
"26.04.2020 18:00 - 26.04.2020 19:00","20263","20556"
"26.04.2020 19:00 - 26.04.2020 20:00","20766","21021"
"26.04.2020 20:00 - 26.04.2020 21:00","22092","22411"
"26.04.2020 21:00 - 26.04.2020 22:00","24564","24815"
"26.04.2020 22:00 - 26.04.2020 23:00","23774","23969"
"26.04.2020 23:00 - 27.04.2020 00:00","22091","22296"
"27.04.2020 00:00 - 27.04.2020 01:00","20599","20776"
"27.04.2020 01:00 - 27.04.2020 02:00","19283","19370"
"27.04.2020 02:00 - 27.04.2020 03:00","18464","18572"
"27.04.2020 03:00 - 27.04.2020 04:00","18000","18090"
"27.04.2020 04:00 - 27.04.2020 05:00","17973","17944"
"27.04.2020 05:00 - 27.04.2020 06:00","18467","18409"
"27.04.2020 06:00 - 27.04.2020 07:00","20497","20277"
"27.04.2020 07:00 - 27.04.2020 08:00","21894","21744"
"27.04.2020 08:00 - 27.04.2020 09:00","23312","23229"
"27.04.2020 09:00 - 27.04.2020 10:00","25152","25229"
"27.04.2020 10:00 - 27.04.2020 11:00","26221","26191"
"27.04.2020 11:00 - 27.04.2020 12:00","27064","26795"
"27.04.2020 12:00 - 27.04.2020 13:00","27645","27344"
"27.04.2020 13:00 - 27.04.2020 14:00","28194","27787"
"27.04.2020 14:00 - 27.04.2020 15:00","27855","27084"
"27.04.2020 15:00 - 27.04.2020 16:00","26072","25377"
"27.04.2020 16:00 - 27.04.2020 17:00","25072","24353"
"27.04.2020 17:00 - 27.04.2020 18:00","24496","23788"
"27.04.2020 18:00 - 27.04.2020 19:00","24262","23882"
"27.04.2020 19:00 - 27.04.2020 20:00","24414","24151"
"27.04.2020 20:00 - 27.04.2020 21:00","25584","25431"
"27.04.2020 21:00 - 27.04.2020 22:00","27525","27106"
"27.04.2020 22:00 - 27.04.2020 23:00","25737","25596"
"27.04.2020 23:00 - 28.04.2020 00:00","23509","23598"
"28.04.2020 00:00 - 28.04.2020 01:00","22074","22262"
"28.04.2020 01:00 - 28.04.2020 02:00","20667","20898"
"28.04.2020 02:00 - 28.04.2020 03:00","19816","20004"
"28.04.2020 03:00 - 28.04.2020 04:00","19320","19537"
"28.04.2020 04:00 - 28.04.2020 05:00","19119","19446"
"28.04.2020 05:00 - 28.04.2020 06:00","19412","19609"
"28.04.2020 06:00 - 28.04.2020 07:00","20890","21050"
"28.04.2020 07:00 - 28.04.2020 08:00","22055","22328"
"28.04.2020 08:00 - 28.04.2020 09:00","23299","23912"
"28.04.2020 09:00 - 28.04.2020 10:00","25063","25596"
"28.04.2020 10:00 - 28.04.2020 11:00","25942","26523"
"28.04.2020 11:00 - 28.04.2020 12:00","26589","27252"
"28.04.2020 12:00 - 28.04.2020 13:00","27219","27702"
"28.04.2020 13:00 - 28.04.2020 14:00","27780","27986"
"28.04.2020 14:00 - 28.04.2020 15:00","27294","27218"
"28.04.2020 15:00 - 28.04.2020 16:00","25477","25506"
"28.04.2020 16:00 - 28.04.2020 17:00","24388","24389"
"28.04.2020 17:00 - 28.04.2020 18:00","23869","23948"
"28.04.2020 18:00 - 28.04.2020 19:00","23749","23914"
"28.04.2020 19:00 - 28.04.2020 20:00","23929","24109"
"28.04.2020 20:00 - 28.04.2020 21:00","25173","25199"
"28.04.2020 21:00 - 28.04.2020 22:00","27267","27140"
"28.04.2020 22:00 - 28.04.2020 23:00","25600","25831"
"28.04.2020 23:00 - 29.04.2020 00:00","23572","23975"
"29.04.2020 00:00 - 29.04.2020 01:00","22278","22513"
"29.04.2020 01:00 - 29.04.2020 02:00","20879","21193"
"29.04.2020 02:00 - 29.04.2020 03:00","20005","20304"
"29.04.2020 03:00 - 29.04.2020 04:00","19551","19834"
"29.04.2020 04:00 - 29.04.2020 05:00","19406","19718"
"29.04.2020 05:00 - 29.04.2020 06:00","19634","19989"
"29.04.2020 06:00 - 29.04.2020 07:00","21099","21534"
"29.04.2020 07:00 - 29.04.2020 08:00","22383","22721"
"29.04.2020 08:00 - 29.04.2020 09:00","23791","24210"
"29.04.2020 09:00 - 29.04.2020 10:00","25359","25799"
"29.04.2020 10:00 - 29.04.2020 11:00","26218","26539"
"29.04.2020 11:00 - 29.04.2020 12:00","26988","27125"
"29.04.2020 12:00 - 29.04.2020 13:00","27475","27557"
"29.04.2020 13:00 - 29.04.2020 14:00","27936","27913"
"29.04.2020 14:00 - 29.04.2020 15:00","27397","27215"
"29.04.2020 15:00 - 29.04.2020 16:00","25526","25293"
"29.04.2020 16:00 - 29.04.2020 17:00","24526","24410"
"29.04.2020 17:00 - 29.04.2020 18:00","24023","24017"
"29.04.2020 18:00 - 29.04.2020 19:00","23976","23886"
"29.04.2020 19:00 - 29.04.2020 20:00","24198","24156"
"29.04.2020 20:00 - 29.04.2020 21:00","25365","25257"
"29.04.2020 21:00 - 29.04.2020 22:00","27267","27305"
"29.04.2020 22:00 - 29.04.2020 23:00","25780","25525"
"29.04.2020 23:00 - 30.04.2020 00:00","23786","23385"
"30.04.2020 00:00 - 30.04.2020 01:00","22303","22220"
"30.04.2020 01:00 - 30.04.2020 02:00","20970","20807"
"30.04.2020 02:00 - 30.04.2020 03:00","20126","19701"
"30.04.2020 03:00 - 30.04.2020 04:00","19666","19213"
"30.04.2020 04:00 - 30.04.2020 05:00","19521","19106"
"30.04.2020 05:00 - 30.04.2020 06:00","19782","19431"
"30.04.2020 06:00 - 30.04.2020 07:00","21271","20986"
"30.04.2020 07:00 - 30.04.2020 08:00","22537","22259"
"30.04.2020 08:00 - 30.04.2020 09:00","23874","23669"
"30.04.2020 09:00 - 30.04.2020 10:00","25310","25256"
"30.04.2020 10:00 - 30.04.2020 11:00","26148","25847"
"30.04.2020 11:00 - 30.04.2020 12:00","26893","26547"
"30.04.2020 12:00 - 30.04.2020 13:00","27519","27175"
"30.04.2020 13:00 - 30.04.2020 14:00","27934","27627"
"30.04.2020 14:00 - 30.04.2020 15:00","27314","26920"
"30.04.2020 15:00 - 30.04.2020 16:00","25445","25043"
"30.04.2020 16:00 - 30.04.2020 17:00","24386","24064"
"30.04.2020 17:00 - 30.04.2020 18:00","23986","23581"
"30.04.2020 18:00 - 30.04.2020 19:00","23919","23268"
"30.04.2020 19:00 - 30.04.2020 20:00","23967","23458"
"30.04.2020 20:00 - 30.04.2020 21:00","24853","24363"
"30.04.2020 21:00 - 30.04.2020 22:00","26865","26348"
"30.04.2020 22:00 - 30.04.2020 23:00","25361","24782"
"30.04.2020 23:00 - 01.05.2020 00:00","23628","22684"
"01.05.2020 00:00 - 01.05.2020 01:00","21983","21515"
"01.05.2020 01:00 - 01.05.2020 02:00","20560","20228"
"01.05.2020 02:00 - 01.05.2020 03:00","19373","19016"
"01.05.2020 03:00 - 01.05.2020 04:00","18494","18376"
"01.05.2020 04:00 - 01.05.2020 05:00","18081","18073"
"01.05.2020 05:00 - 01.05.2020 06:00","17767","17753"
